0.5 1.5
50 100
1 1
0 0 0.1
70 0 0.1
49 50 0.1
49 50 0.1
0 99 0.1
70 99 0.1
49 50 0.1
30 0 0.1
49 50 0.1
0 0 0.1
49 50 0.1
30 99 0.1
120 50 0.1
30 0 0.1
99 0 0.1
0 0 0.1
99 50 0.1
120 50 0.1
70 50 0.1
120 99 0.1
120 50 0.1
99 99 0.1
120 99 0.1
99 50 0.1
30 0 0.1
99 0 0.1
70 0 0.1
30 50 0.1
99 0 0.1
99 0 0.1
120 50 0.1
30 0 0.1
30 0 0.1
99 99 0.1
120 99 0.1
99 0 0.1
49 50 0.1
49 0 0.1
99 99 0.1
30 50 0.1
99 99 0.1
70 99 0.1
49 99 0.1
99 0 0.1
99 50 0.1
70 50 0.1
99 50 0.1
120 50 0.1
49 99 0.1
30 99 0.1
120 0 0.1
49 0 0.1
70 0 0.1
99 99 0.1
0 0 0.1
70 99 0.1
120 50 0.1
70 0 0.1
30 99 0.1
70 50 0.1
70 99 0.1
99 0 0.1
30 0 0.1
99 50 0.1
49 99 0.1
0 99 0.1
49 50 0.1
99 99 0.1
49 50 0.1
70 99 0.1
120 99 0.1
30 50 0.1
30 50 0.1
49 50 0.1
49 0 0.1
49 99 0.1
49 50 0.1
70 0 0.1
49 0 0.1
120 0 0.1
30 50 0.1
99 0 0.1
70 99 0.1
99 0 0.1
120 50 0.1
99 0 0.1
99 50 0.1
120 0 0.1
70 99 0.1
0 0 0.1
120 0 0.1
30 99 0.1
30 0 0.1
0 0 0.1
49 99 0.1
70 50 0.1
0 99 0.1
120 0 0.1
49 0 0.1
120 99 0.1
49 99 0.1
99 50 0.1
70 99 0.1
30 0 0.1
70 50 0.1
120 50 0.1
70 50 0.1
120 50 0.1
49 99 0.1
49 0 0.1
99 50 0.1
0 99 0.1
49 99 0.1
49 50 0.1
99 99 0.1
49 50 0.1
70 0 0.1
70 0 0.1
99 0 0.1
70 50 0.1
120 99 0.1
70 0 0.1
30 99 0.1
0 99 0.1
120 99 0.1
99 50 0.1
70 99 0.1
70 50 0.1
0 0 0.1
49 50 0.1
70 0 0.1
120 50 0.1
0 99 0.1
0 99 0.1
0 0 0.1
0 99 0.1
49 99 0.1
0 0 0.1
0 0 0.1
49 0 0.1
120 0 0.1
30 50 0.1
49 99 0.1
30 99 0.1
0 0 0.1
99 0 0.1
0 99 0.1
120 99 0.1
30 0 0.1
99 50 0.1
0 0 0.1
70 99 0.1
99 50 0.1
30 99 0.1
99 0 0.1
30 0 0.1
49 99 0.1
99 99 0.1
99 0 0.1
49 99 0.1
70 99 0.1
70 99 0.1
120 0 0.1
30 50 0.1
30 0 0.1
120 0 0.1
30 99 0.1
70 99 0.1
120 50 0.1
99 50 0.1
120 50 0.1
30 50 0.1
120 99 0.1
99 99 0.1
49 99 0.1
120 99 0.1
49 99 0.1
0 0 0.1
49 99 0.1
0 99 0.1
99 50 0.1
49 99 0.1
99 0 0.1
120 50 0.1
99 0 0.1
99 99 0.1
70 50 0.1
70 99 0.1
0 0 0.1
30 50 0.1
70 0 0.1
99 0 0.1
120 0 0.1
49 0 0.1
120 0 0.1
49 99 0.1
30 50 0.1
70 50 0.1
0 0 0.1
70 50 0.1
49 0 0.1
49 99 0.1
30 50 0.1
30 99 0.1
30 50 0.1
70 99 0.1
99 0 0.1
30 0 0.1
70 99 0.1
0 99 0.1
30 50 0.1
120 0 0.1
120 99 0.1
120 0 0.1
30 50 0.1
99 0 0.1
0 99 0.1
99 50 0.1
99 50 0.1
30 0 0.1
49 99 0.1
30 50 0.1
99 99 0.1
99 50 0.1
70 50 0.1
0 99 0.1
30 0 0.1
30 50 0.1
70 99 0.1
30 50 0.1
30 50 0.1
49 50 0.1
0 99 0.1
49 50 0.1
0 99 0.1
99 50 0.1
120 99 0.1
30 99 0.1
120 0 0.1
0 99 0.1
99 99 0.1
70 0 0.1
49 50 0.1
99 99 0.1
99 99 0.1
70 50 0.1
120 50 0.1
120 50 0.1
99 99 0.1
70 99 0.1
0 0 0.1
30 50 0.1
99 99 0.1
30 99 0.1
120 50 0.1
49 0 0.1
49 0 0.1
0 0 0.1
120 99 0.1
49 50 0.1
99 0 0.1
30 0 0.1
99 99 0.1
30 50 0.1
70 0 0.1
49 0 0.1
120 99 0.1
120 99 0.1
70 50 0.1
30 99 0.1
70 0 0.1
49 50 0.1
99 99 0.1
120 0 0.1
30 0 0.1
70 50 0.1
120 0 0.1
0 0 0.1
49 99 0.1
70 99 0.1
70 99 0.1
120 50 0.1
99 99 0.1
49 50 0.1
30 0 0.1
99 0 0.1
30 50 0.1
49 99 0.1
30 50 0.1
30 0 0.1
49 0 0.1
49 0 0.1
49 0 0.1
70 50 0.1
70 50 0.1
30 99 0.1
120 0 0.1
70 0 0.1
30 50 0.1
49 99 0.1
30 50 0.1
30 0 0.1
30 99 0.1
120 99 0.1
120 99 0.1
49 50 0.1
0 0 0.1
120 0 0.1
120 0 0.1
120 50 0.1
49 99 0.1
120 50 0.1
120 0 0.1
99 50 0.1
99 50 0.1
120 99 0.1
120 0 0.1
49 50 0.1
120 50 0.1
70 0 0.1
70 50 0.1
99 0 0.1
120 0 0.1
49 0 0.1
30 50 0.1
49 50 0.1
0 0 0.1
0 0 0.1
49 0 0.1
30 99 0.1
120 50 0.1
70 0 0.1
120 0 0.1
30 0 0.1
70 0 0.1
120 0 0.1
120 99 0.1
120 99 0.1
30 0 0.1
30 99 0.1
120 0 0.1
0 0 0.1
30 0 0.1
30 0 0.1
99 50 0.1
49 50 0.1
70 99 0.1
70 99 0.1
99 50 0.1
70 0 0.1
0 99 0.1
99 50 0.1
70 99 0.1
49 50 0.1
0 0 0.1
99 99 0.1
99 50 0.1
0 99 0.1
30 99 0.1
0 0 0.1
99 99 0.1
99 0 0.1
0 0 0.1
70 99 0.1
99 99 0.1
120 99 0.1
120 50 0.1
30 99 0.1
120 50 0.1
0 0 0.1
70 0 0.1
30 50 0.1
0 99 0.1
30 0 0.1
49 50 0.1
99 99 0.1
120 99 0.1
120 99 0.1
120 0 0.1
99 0 0.1
120 50 0.1
49 99 0.1
49 99 0.1
70 0 0.1
99 99 0.1
120 50 0.1
99 50 0.1
0 0 0.1
120 99 0.1
120 99 0.1
70 0 0.1
30 50 0.1
0 99 0.1
70 0 0.1
120 0 0.1
49 50 0.1
120 50 0.1
30 50 0.1
70 99 0.1
99 99 0.1
30 99 0.1
70 50 0.1
0 0 0.1
49 0 0.1
30 0 0.1
49 50 0.1
70 50 0.1
0 99 0.1
49 0 0.1
120 50 0.1
99 99 0.1
30 50 0.1
49 0 0.1
99 0 0.1
30 0 0.1
70 50 0.1
70 50 0.1
120 0 0.1
70 50 0.1
0 0 0.1
30 99 0.1
70 50 0.1
30 50 0.1
49 50 0.1
0 0 0.1
70 0 0.1
99 50 0.1
120 99 0.1
99 50 0.1
99 99 0.1
30 50 0.1
120 99 0.1
49 0 0.1
99 0 0.1
99 50 0.1
120 99 0.1
70 0 0.1
30 99 0.1
0 0 0.1
99 99 0.1
70 99 0.1
30 99 0.1
49 99 0.1
49 50 0.1
120 50 0.1
0 0 0.1
120 99 0.1
70 0 0.1
49 0 0.1
120 99 0.1
70 0 0.1
70 99 0.1
70 0 0.1
30 0 0.1
49 99 0.1
0 0 0.1
99 0 0.1
70 99 0.1
49 99 0.1
49 50 0.1
49 50 0.1
0 99 0.1
99 99 0.1
30 0 0.1
99 99 0.1
70 0 0.1
0 99 0.1
30 99 0.1
30 50 0.1
70 99 0.1
70 50 0.1
120 0 0.1
120 0 0.1
49 99 0.1
30 50 0.1
99 99 0.1
70 0 0.1
70 99 0.1
99 50 0.1
99 99 0.1
70 99 0.1
99 0 0.1
120 0 0.1
70 50 0.1
99 99 0.1
99 50 0.1
0 0 0.1
120 50 0.1
49 0 0.1
120 50 0.1
30 99 0.1
30 0 0.1
70 0 0.1
0 0 0.1
49 0 0.1
30 99 0.1
120 99 0.1
120 0 0.1
120 99 0.1
30 50 0.1
49 99 0.1
120 99 0.1
70 0 0.1
49 0 0.1
49 99 0.1
30 0 0.1
70 50 0.1
49 50 0.1
99 99 0.1
99 50 0.1
70 99 0.1
120 0 0.1
49 50 0.1
120 99 0.1
120 0 0.1
70 99 0.1
99 0 0.1
120 50 0.1
70 50 0.1
70 0 0.1
30 99 0.1
30 99 0.1
70 99 0.1
99 50 0.1
99 99 0.1
49 50 0.1
49 99 0.1
30 50 0.1
99 50 0.1
49 99 0.1
49 50 0.1
30 0 0.1
120 0 0.1
49 0 0.1
120 50 0.1
99 50 0.1
70 0 0.1
120 50 0.1
70 50 0.1
30 99 0.1
70 99 0.1
30 50 0.1
70 50 0.1
120 99 0.1
70 99 0.1
49 50 0.1
0 99 0.1
99 50 0.1
30 99 0.1
0 99 0.1
30 50 0.1
0 0 0.1
49 0 0.1
49 0 0.1
99 50 0.1
70 50 0.1
30 0 0.1
30 50 0.1
99 99 0.1
120 0 0.1
0 99 0.1
70 99 0.1
70 0 0.1
120 50 0.1
120 99 0.1
120 0 0.1
30 0 0.1
120 50 0.1
99 99 0.1
99 0 0.1
30 0 0.1
49 50 0.1
120 0 0.1
99 0 0.1
120 0 0.1
120 50 0.1
70 0 0.1
120 50 0.1
99 0 0.1
30 99 0.1
120 99 0.1
49 0 0.1
30 99 0.1
99 50 0.1
70 99 0.1
49 99 0.1
99 99 0.1
99 99 0.1
70 99 0.1
70 50 0.1
0 99 0.1
30 0 0.1
30 0 0.1
70 50 0.1
70 50 0.1
70 50 0.1
120 50 0.1
99 0 0.1
49 99 0.1
99 0 0.1
99 99 0.1
0 0 0.1
0 0 0.1
99 0 0.1
30 0 0.1
49 0 0.1
0 0 0.1
99 0 0.1
30 50 0.1
99 0 0.1
120 50 0.1
70 99 0.1
70 0 0.1
70 99 0.1
120 0 0.1
0 99 0.1
0 0 0.1
70 99 0.1
49 0 0.1
30 0 0.1
30 0 0.1
49 99 0.1
30 99 0.1
99 50 0.1
49 99 0.1
30 99 0.1
99 99 0.1
49 0 0.1
49 50 0.1
99 0 0.1
49 99 0.1
30 50 0.1
30 50 0.1
70 0 0.1
49 0 0.1
49 0 0.1
30 99 0.1
49 0 0.1
49 99 0.1
120 99 0.1
70 0 0.1
99 99 0.1
70 50 0.1
120 99 0.1
49 50 0.1
120 0 0.1
70 0 0.1
49 99 0.1
49 99 0.1
49 0 0.1
0 0 0.1
0 0 0.1
30 50 0.1
99 50 0.1
30 99 0.1
70 99 0.1
0 0 0.1
0 0 0.1
49 99 0.1
120 0 0.1
30 0 0.1
120 0 0.1
0 0 0.1
49 0 0.1
99 99 0.1
99 99 0.1
30 0 0.1
0 99 0.1
70 99 0.1
0 0 0.1
0 0 0.1
70 50 0.1
120 0 0.1
0 0 0.1
120 99 0.1
99 0 0.1
120 50 0.1
49 99 0.1
70 50 0.1
99 99 0.1
99 50 0.1
70 50 0.1
120 0 0.1
49 50 0.1
99 99 0.1
0 99 0.1
0 0 0.1
99 99 0.1
70 50 0.1
120 50 0.1
0 99 0.1
99 0 0.1
30 50 0.1
30 0 0.1
70 0 0.1
70 0 0.1
49 50 0.1
70 99 0.1
0 0 0.1
120 99 0.1
0 99 0.1
70 0 0.1
70 0 0.1
49 50 0.1
70 0 0.1
49 99 0.1
70 50 0.1
120 0 0.1
49 50 0.1
0 99 0.1
