0.5 1.5
5 10
1 1
14 9 0.1
29 0 0.1
29 0 0.1
27 5 0.1
4 5 0.1
4 5 0.1
2 0 0.1
17 5 0.1
32 5 0.1
9 5 0.1
29 0 0.1
7 5 0.1
17 0 0.1
37 9 0.1
12 5 0.1
9 0 0.1
2 0 0.1
34 0 0.1
4 5 0.1
0 0 0.1
2 5 0.1
14 9 0.1
0 0 0.1
4 5 0.1
27 5 0.1
4 0 0.1
0 0 0.1
4 5 0.1
4 9 0.1
14 9 0.1
29 0 0.1
27 5 0.1
2 0 0.1
9 5 0.1
2 0 0.1
7 0 0.1
2 9 0.1
14 5 0.1
2 9 0.1
4 9 0.1
0 9 0.1
7 0 0.1
0 9 0.1
0 0 0.1
14 5 0.1
2 5 0.1
19 5 0.1
9 5 0.1
37 0 0.1
32 5 0.1
17 0 0.1
2 0 0.1
34 0 0.1
32 5 0.1
19 5 0.1
7 0 0.1
27 5 0.1
32 5 0.1
12 5 0.1
2 9 0.1
12 5 0.1
37 9 0.1
19 5 0.1
12 9 0.1
37 0 0.1
12 5 0.1
17 5 0.1
9 5 0.1
17 0 0.1
4 0 0.1
34 0 0.1
19 5 0.1
7 5 0.1
9 5 0.1
12 5 0.1
22 0 0.1
17 0 0.1
27 5 0.1
2 5 0.1
37 0 0.1
22 0 0.1
12 5 0.1
32 5 0.1
12 9 0.1
37 0 0.1
0 9 0.1
27 5 0.1
12 5 0.1
2 9 0.1
14 9 0.1
2 9 0.1
0 9 0.1
17 0 0.1
14 9 0.1
37 9 0.1
2 5 0.1
2 0 0.1
22 0 0.1
27 5 0.1
7 5 0.1
34 0 0.1
22 0 0.1
37 0 0.1
27 5 0.1
2 9 0.1
14 5 0.1
4 0 0.1
12 5 0.1
9 5 0.1
2 5 0.1
4 9 0.1
17 5 0.1
4 5 0.1
17 0 0.1
12 5 0.1
2 9 0.1
9 5 0.1
29 0 0.1
0 9 0.1
0 0 0.1
7 5 0.1
9 0 0.1
37 0 0.1
19 5 0.1
0 9 0.1
37 0 0.1
2 0 0.1
2 9 0.1
9 0 0.1
12 5 0.1
29 0 0.1
14 9 0.1
14 9 0.1
4 9 0.1
2 5 0.1
2 5 0.1
17 0 0.1
4 9 0.1
27 5 0.1
2 5 0.1
0 0 0.1
12 5 0.1
0 0 0.1
7 5 0.1
0 9 0.1
32 5 0.1
2 5 0.1
14 5 0.1
4 9 0.1
9 0 0.1
14 9 0.1
9 0 0.1
9 0 0.1
12 5 0.1
12 5 0.1
12 9 0.1
17 5 0.1
27 5 0.1
2 0 0.1
37 0 0.1
37 9 0.1
2 9 0.1
0 9 0.1
34 0 0.1
34 0 0.1
4 0 0.1
2 9 0.1
32 5 0.1
7 0 0.1
37 9 0.1
7 0 0.1
17 5 0.1
2 9 0.1
17 0 0.1
4 5 0.1
17 5 0.1
9 0 0.1
17 5 0.1
22 0 0.1
27 5 0.1
22 0 0.1
2 9 0.1
37 0 0.1
2 9 0.1
37 9 0.1
37 9 0.1
4 0 0.1
2 9 0.1
4 9 0.1
14 9 0.1
27 5 0.1
7 0 0.1
17 0 0.1
2 5 0.1
32 5 0.1
37 9 0.1
22 0 0.1
0 0 0.1
17 0 0.1
22 0 0.1
12 5 0.1
0 9 0.1
27 5 0.1
4 0 0.1
9 0 0.1
2 0 0.1
17 0 0.1
4 5 0.1
37 0 0.1
2 9 0.1
0 0 0.1
2 9 0.1
2 5 0.1
4 5 0.1
32 5 0.1
0 0 0.1
14 5 0.1
14 5 0.1
17 5 0.1
2 0 0.1
27 5 0.1
32 5 0.1
37 0 0.1
29 0 0.1
22 0 0.1
0 0 0.1
12 9 0.1
12 5 0.1
2 0 0.1
32 5 0.1
9 5 0.1
4 5 0.1
4 9 0.1
37 0 0.1
32 5 0.1
32 5 0.1
37 9 0.1
0 0 0.1
7 0 0.1
29 0 0.1
4 0 0.1
7 5 0.1
4 9 0.1
2 9 0.1
14 5 0.1
12 9 0.1
0 0 0.1
2 0 0.1
2 9 0.1
34 0 0.1
9 5 0.1
7 0 0.1
17 5 0.1
29 0 0.1
0 9 0.1
2 9 0.1
0 9 0.1
14 5 0.1
0 0 0.1
12 9 0.1
2 0 0.1
17 0 0.1
4 5 0.1
32 5 0.1
22 0 0.1
4 5 0.1
14 9 0.1
29 0 0.1
2 0 0.1
17 5 0.1
7 5 0.1
14 9 0.1
27 5 0.1
2 9 0.1
29 0 0.1
9 0 0.1
19 5 0.1
14 9 0.1
12 9 0.1
2 0 0.1
37 9 0.1
7 5 0.1
0 9 0.1
17 0 0.1
12 9 0.1
9 0 0.1
4 5 0.1
12 9 0.1
37 0 0.1
17 0 0.1
0 0 0.1
9 0 0.1
17 0 0.1
12 5 0.1
7 5 0.1
7 0 0.1
4 5 0.1
34 0 0.1
0 0 0.1
4 9 0.1
7 5 0.1
22 0 0.1
19 5 0.1
22 0 0.1
