0.5 1.5
40 20
1 1
39 9 0.1
39 5 0.1
59 9 0.1
12 9 0.1
39 5 0.1
29 0 0.1
39 0 0.1
9 9 0.1
34 5 0.1
34 5 0.1
4 5 0.1
19 0 0.1
54 0 0.1
54 0 0.1
24 9 0.1
59 0 0.1
29 9 0.1
54 9 0.1
39 0 0.1
9 0 0.1
29 9 0.1
0 9 0.1
39 5 0.1
74 5 0.1
29 5 0.1
4 5 0.1
34 5 0.1
69 9 0.1
39 5 0.1
54 0 0.1
0 9 0.1
39 0 0.1
4 5 0.1
24 9 0.1
0 9 0.1
24 0 0.1
59 9 0.1
74 9 0.1
74 9 0.1
39 0 0.1
4 9 0.1
34 9 0.1
19 0 0.1
34 5 0.1
0 9 0.1
12 5 0.1
54 0 0.1
59 0 0.1
19 9 0.1
39 0 0.1
49 9 0.1
9 5 0.1
12 0 0.1
12 0 0.1
9 5 0.1
24 9 0.1
54 9 0.1
4 9 0.1
0 0 0.1
59 9 0.1
0 0 0.1
24 0 0.1
69 9 0.1
0 0 0.1
19 9 0.1
59 5 0.1
54 9 0.1
4 5 0.1
39 5 0.1
74 5 0.1
24 0 0.1
54 5 0.1
54 5 0.1
4 9 0.1
24 9 0.1
49 9 0.1
39 0 0.1
74 9 0.1
54 9 0.1
59 0 0.1
9 9 0.1
19 0 0.1
39 9 0.1
12 0 0.1
12 0 0.1
12 5 0.1
0 9 0.1
19 5 0.1
39 5 0.1
9 5 0.1
34 9 0.1
59 0 0.1
54 5 0.1
12 0 0.1
4 0 0.1
4 9 0.1
69 9 0.1
9 5 0.1
54 0 0.1
19 5 0.1
59 5 0.1
54 0 0.1
9 0 0.1
4 5 0.1
59 5 0.1
24 9 0.1
54 5 0.1
9 0 0.1
39 5 0.1
39 5 0.1
54 9 0.1
34 5 0.1
0 0 0.1
74 9 0.1
34 5 0.1
34 9 0.1
34 9 0.1
39 9 0.1
39 5 0.1
0 0 0.1
69 9 0.1
49 9 0.1
39 9 0.1
9 9 0.1
54 0 0.1
49 9 0.1
19 0 0.1
34 5 0.1
24 9 0.1
29 9 0.1
29 9 0.1
74 9 0.1
34 9 0.1
39 0 0.1
0 0 0.1
39 9 0.1
59 9 0.1
39 9 0.1
9 0 0.1
0 0 0.1
54 9 0.1
19 0 0.1
34 9 0.1
12 9 0.1
12 5 0.1
59 0 0.1
69 9 0.1
59 0 0.1
49 9 0.1
29 5 0.1
4 9 0.1
29 9 0.1
9 5 0.1
4 5 0.1
0 9 0.1
69 9 0.1
19 0 0.1
34 9 0.1
4 0 0.1
9 0 0.1
54 9 0.1
39 0 0.1
34 5 0.1
34 5 0.1
24 9 0.1
4 0 0.1
29 5 0.1
12 0 0.1
19 5 0.1
4 5 0.1
39 0 0.1
54 0 0.1
9 5 0.1
59 5 0.1
9 5 0.1
9 9 0.1
12 5 0.1
24 0 0.1
34 9 0.1
54 9 0.1
19 0 0.1
29 5 0.1
9 0 0.1
29 0 0.1
34 5 0.1
9 9 0.1
69 9 0.1
4 5 0.1
39 9 0.1
19 9 0.1
